"root","link","channel","lastChecked","liveliness","id","country","mbps","format","status","URI","URI_1"
1454,"http://185.232.53.5:2086/arellano/kgtL965n2Y/51106?checkedby:iptvcat.com","SKY SPORTS CRICKET","2020-11-09T00:00:00Z","88","612934","united kingdom","3188","hd","online",1,"united kingdom"
1454,"http://185.232.53.5:2086/arellano/kgtL965n2Y/51106?checkedby:iptvcat.com","SKY SPORTS CRICKET","2020-11-09T00:00:00Z","88","612934","united kingdom","3188","hd","online",2,"europe"
1454,"http://185.232.53.5:2086/arellano/kgtL965n2Y/51106?checkedby:iptvcat.com","SKY SPORTS CRICKET","2020-11-09T00:00:00Z","88","612934","united kingdom","3188","hd","online",3,"united_kingdom"
1454,"http://185.232.53.5:2086/arellano/kgtL965n2Y/51106?checkedby:iptvcat.com","SKY SPORTS CRICKET","2020-11-09T00:00:00Z","88","612934","united kingdom","3188","hd","online",4,"sport"
1455,"http://mains.vip:2086/craigg/1Lurn7m3F1/51106?checkedby:iptvcat.com","SKY SPORTS CRICKET","2020-11-09T00:00:00Z","100","640794","united kingdom","3188","hd","online",1,"united kingdom"
1455,"http://mains.vip:2086/craigg/1Lurn7m3F1/51106?checkedby:iptvcat.com","SKY SPORTS CRICKET","2020-11-09T00:00:00Z","100","640794","united kingdom","3188","hd","online",2,"europe"
1455,"http://mains.vip:2086/craigg/1Lurn7m3F1/51106?checkedby:iptvcat.com","SKY SPORTS CRICKET","2020-11-09T00:00:00Z","100","640794","united kingdom","3188","hd","online",3,"united_kingdom"
1455,"http://mains.vip:2086/craigg/1Lurn7m3F1/51106?checkedby:iptvcat.com","SKY SPORTS CRICKET","2020-11-09T00:00:00Z","100","640794","united kingdom","3188","hd","online",4,"sport"
1456,"http://exodus1.eu:8080/blue123/blue123/501175?checkedby:iptvcat.com","SKY SPORTS CRICKET FHD","2020-11-10T00:00:00Z","96","589037","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
1456,"http://exodus1.eu:8080/blue123/blue123/501175?checkedby:iptvcat.com","SKY SPORTS CRICKET FHD","2020-11-10T00:00:00Z","96","589037","united kingdom","7004","fhd 2k","offline",2,"europe"
1456,"http://exodus1.eu:8080/blue123/blue123/501175?checkedby:iptvcat.com","SKY SPORTS CRICKET FHD","2020-11-10T00:00:00Z","96","589037","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
1456,"http://exodus1.eu:8080/blue123/blue123/501175?checkedby:iptvcat.com","SKY SPORTS CRICKET FHD","2020-11-10T00:00:00Z","96","589037","united kingdom","7004","fhd 2k","offline",4,"sport"
1457,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30175?checkedby:iptvcat.com","SKY SPORTS CRICKET FHD","2020-11-10T00:00:00Z","40","638229","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
1457,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30175?checkedby:iptvcat.com","SKY SPORTS CRICKET FHD","2020-11-10T00:00:00Z","40","638229","united kingdom","7004","fhd 2k","offline",2,"europe"
1457,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30175?checkedby:iptvcat.com","SKY SPORTS CRICKET FHD","2020-11-10T00:00:00Z","40","638229","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
1457,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30175?checkedby:iptvcat.com","SKY SPORTS CRICKET FHD","2020-11-10T00:00:00Z","40","638229","united kingdom","7004","fhd 2k","offline",4,"sport"
1458,"http://exodus1.eu:8080/blue123/blue123/501173?checkedby:iptvcat.com","SKY SPORTS CRICKET SD","2020-11-10T00:00:00Z","96","589107","united kingdom","1509","sd","offline",1,"united kingdom"
1458,"http://exodus1.eu:8080/blue123/blue123/501173?checkedby:iptvcat.com","SKY SPORTS CRICKET SD","2020-11-10T00:00:00Z","96","589107","united kingdom","1509","sd","offline",2,"europe"
1458,"http://exodus1.eu:8080/blue123/blue123/501173?checkedby:iptvcat.com","SKY SPORTS CRICKET SD","2020-11-10T00:00:00Z","96","589107","united kingdom","1509","sd","offline",3,"united_kingdom"
1458,"http://exodus1.eu:8080/blue123/blue123/501173?checkedby:iptvcat.com","SKY SPORTS CRICKET SD","2020-11-10T00:00:00Z","96","589107","united kingdom","1509","sd","offline",4,"sport"
1459,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67056?checkedby:iptvcat.com","SKY SPORTS F1","2020-11-10T00:00:00Z","79","612935","united kingdom","3188","hd","online",1,"united kingdom"
1459,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67056?checkedby:iptvcat.com","SKY SPORTS F1","2020-11-10T00:00:00Z","79","612935","united kingdom","3188","hd","online",2,"europe"
1459,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67056?checkedby:iptvcat.com","SKY SPORTS F1","2020-11-10T00:00:00Z","79","612935","united kingdom","3188","hd","online",3,"united_kingdom"
1459,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67056?checkedby:iptvcat.com","SKY SPORTS F1","2020-11-10T00:00:00Z","79","612935","united kingdom","3188","hd","online",4,"sport"
1460,"http://mains.vip:2086/craigg/1Lurn7m3F1/67056?checkedby:iptvcat.com","SKY SPORTS F1","2020-11-10T00:00:00Z","71","640795","united kingdom","3188","hd","offline",1,"united kingdom"
1460,"http://mains.vip:2086/craigg/1Lurn7m3F1/67056?checkedby:iptvcat.com","SKY SPORTS F1","2020-11-10T00:00:00Z","71","640795","united kingdom","3188","hd","offline",2,"europe"
1460,"http://mains.vip:2086/craigg/1Lurn7m3F1/67056?checkedby:iptvcat.com","SKY SPORTS F1","2020-11-10T00:00:00Z","71","640795","united kingdom","3188","hd","offline",3,"united_kingdom"
1460,"http://mains.vip:2086/craigg/1Lurn7m3F1/67056?checkedby:iptvcat.com","SKY SPORTS F1","2020-11-10T00:00:00Z","71","640795","united kingdom","3188","hd","offline",4,"sport"
1461,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30165?checkedby:iptvcat.com","SKY SPORTS F1 FHD","2020-11-10T00:00:00Z","40","638233","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
1461,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30165?checkedby:iptvcat.com","SKY SPORTS F1 FHD","2020-11-10T00:00:00Z","40","638233","united kingdom","7004","fhd 2k","offline",2,"europe"
1461,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30165?checkedby:iptvcat.com","SKY SPORTS F1 FHD","2020-11-10T00:00:00Z","40","638233","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
1461,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30165?checkedby:iptvcat.com","SKY SPORTS F1 FHD","2020-11-10T00:00:00Z","40","638233","united kingdom","7004","fhd 2k","offline",4,"sport"
1462,"http://exodus1.eu:8080/blue123/blue123/501180?checkedby:iptvcat.com","SKY SPORTS F1 FHD","2020-11-10T00:00:00Z","96","589036","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
1462,"http://exodus1.eu:8080/blue123/blue123/501180?checkedby:iptvcat.com","SKY SPORTS F1 FHD","2020-11-10T00:00:00Z","96","589036","united kingdom","7004","fhd 2k","offline",2,"europe"
1462,"http://exodus1.eu:8080/blue123/blue123/501180?checkedby:iptvcat.com","SKY SPORTS F1 FHD","2020-11-10T00:00:00Z","96","589036","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
1462,"http://exodus1.eu:8080/blue123/blue123/501180?checkedby:iptvcat.com","SKY SPORTS F1 FHD","2020-11-10T00:00:00Z","96","589036","united kingdom","7004","fhd 2k","offline",4,"sport"
1463,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99698?checkedby:iptvcat.com","SKY SPORTS F1 HD","2020-11-09T00:00:00Z","100","638234","united kingdom","5020","hd","online",1,"united kingdom"
1463,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99698?checkedby:iptvcat.com","SKY SPORTS F1 HD","2020-11-09T00:00:00Z","100","638234","united kingdom","5020","hd","online",2,"europe"
1463,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99698?checkedby:iptvcat.com","SKY SPORTS F1 HD","2020-11-09T00:00:00Z","100","638234","united kingdom","5020","hd","online",3,"united_kingdom"
1463,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99698?checkedby:iptvcat.com","SKY SPORTS F1 HD","2020-11-09T00:00:00Z","100","638234","united kingdom","5020","hd","online",4,"sport"
1464,"http://exodus1.eu:8080/blue123/blue123/501178?checkedby:iptvcat.com","SKY SPORTS F1 SD","2020-11-10T00:00:00Z","96","589106","united kingdom","1509","sd","offline",1,"united kingdom"
1464,"http://exodus1.eu:8080/blue123/blue123/501178?checkedby:iptvcat.com","SKY SPORTS F1 SD","2020-11-10T00:00:00Z","96","589106","united kingdom","1509","sd","offline",2,"europe"
1464,"http://exodus1.eu:8080/blue123/blue123/501178?checkedby:iptvcat.com","SKY SPORTS F1 SD","2020-11-10T00:00:00Z","96","589106","united kingdom","1509","sd","offline",3,"united_kingdom"
1464,"http://exodus1.eu:8080/blue123/blue123/501178?checkedby:iptvcat.com","SKY SPORTS F1 SD","2020-11-10T00:00:00Z","96","589106","united kingdom","1509","sd","offline",4,"sport"
1465,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67057?checkedby:iptvcat.com","SKY SPORTS FOOTBALL","2020-11-09T00:00:00Z","100","612936","united kingdom","7004","fhd 2k","online",1,"united kingdom"
1465,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67057?checkedby:iptvcat.com","SKY SPORTS FOOTBALL","2020-11-09T00:00:00Z","100","612936","united kingdom","7004","fhd 2k","online",2,"europe"
1465,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67057?checkedby:iptvcat.com","SKY SPORTS FOOTBALL","2020-11-09T00:00:00Z","100","612936","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
1465,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67057?checkedby:iptvcat.com","SKY SPORTS FOOTBALL","2020-11-09T00:00:00Z","100","612936","united kingdom","7004","fhd 2k","online",4,"sport"
1466,"http://mains.vip:2086/craigg/1Lurn7m3F1/67057?checkedby:iptvcat.com","SKY SPORTS FOOTBALL","2020-11-09T00:00:00Z","100","640796","united kingdom","7004","fhd 2k","online",1,"united kingdom"
1466,"http://mains.vip:2086/craigg/1Lurn7m3F1/67057?checkedby:iptvcat.com","SKY SPORTS FOOTBALL","2020-11-09T00:00:00Z","100","640796","united kingdom","7004","fhd 2k","online",2,"europe"
1466,"http://mains.vip:2086/craigg/1Lurn7m3F1/67057?checkedby:iptvcat.com","SKY SPORTS FOOTBALL","2020-11-09T00:00:00Z","100","640796","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
1466,"http://mains.vip:2086/craigg/1Lurn7m3F1/67057?checkedby:iptvcat.com","SKY SPORTS FOOTBALL","2020-11-09T00:00:00Z","100","640796","united kingdom","7004","fhd 2k","online",4,"sport"
1467,"http://exodus1.eu:8080/blue123/blue123/501185?checkedby:iptvcat.com","SKY SPORTS FOOTBALL FHD","2020-11-09T00:00:00Z","85","589035","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
1467,"http://exodus1.eu:8080/blue123/blue123/501185?checkedby:iptvcat.com","SKY SPORTS FOOTBALL FHD","2020-11-09T00:00:00Z","85","589035","united kingdom","7004","fhd 2k","offline",2,"europe"
1467,"http://exodus1.eu:8080/blue123/blue123/501185?checkedby:iptvcat.com","SKY SPORTS FOOTBALL FHD","2020-11-09T00:00:00Z","85","589035","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
1467,"http://exodus1.eu:8080/blue123/blue123/501185?checkedby:iptvcat.com","SKY SPORTS FOOTBALL FHD","2020-11-09T00:00:00Z","85","589035","united kingdom","7004","fhd 2k","offline",4,"sport"
1468,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30163?checkedby:iptvcat.com","SKY SPORTS FOOTBALL FHD","2020-11-10T00:00:00Z","40","638217","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
1468,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30163?checkedby:iptvcat.com","SKY SPORTS FOOTBALL FHD","2020-11-10T00:00:00Z","40","638217","united kingdom","7004","fhd 2k","offline",2,"europe"
1468,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30163?checkedby:iptvcat.com","SKY SPORTS FOOTBALL FHD","2020-11-10T00:00:00Z","40","638217","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
1468,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30163?checkedby:iptvcat.com","SKY SPORTS FOOTBALL FHD","2020-11-10T00:00:00Z","40","638217","united kingdom","7004","fhd 2k","offline",4,"sport"
1469,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99695?checkedby:iptvcat.com","SKY SPORTS FOOTBALL HD","2020-11-09T00:00:00Z","100","638218","united kingdom","5020","hd","online",1,"united kingdom"
1469,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99695?checkedby:iptvcat.com","SKY SPORTS FOOTBALL HD","2020-11-09T00:00:00Z","100","638218","united kingdom","5020","hd","online",2,"europe"
1469,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99695?checkedby:iptvcat.com","SKY SPORTS FOOTBALL HD","2020-11-09T00:00:00Z","100","638218","united kingdom","5020","hd","online",3,"united_kingdom"
1469,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99695?checkedby:iptvcat.com","SKY SPORTS FOOTBALL HD","2020-11-09T00:00:00Z","100","638218","united kingdom","5020","hd","online",4,"sport"
1470,"http://exodus1.eu:8080/blue123/blue123/501183?checkedby:iptvcat.com","SKY SPORTS FOOTBALL SD","2020-11-10T00:00:00Z","96","589105","united kingdom","1509","sd","offline",1,"united kingdom"
1470,"http://exodus1.eu:8080/blue123/blue123/501183?checkedby:iptvcat.com","SKY SPORTS FOOTBALL SD","2020-11-10T00:00:00Z","96","589105","united kingdom","1509","sd","offline",2,"europe"
1470,"http://exodus1.eu:8080/blue123/blue123/501183?checkedby:iptvcat.com","SKY SPORTS FOOTBALL SD","2020-11-10T00:00:00Z","96","589105","united kingdom","1509","sd","offline",3,"united_kingdom"
1470,"http://exodus1.eu:8080/blue123/blue123/501183?checkedby:iptvcat.com","SKY SPORTS FOOTBALL SD","2020-11-10T00:00:00Z","96","589105","united kingdom","1509","sd","offline",4,"sport"
1471,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67059?checkedby:iptvcat.com","SKY SPORTS GOLF","2020-11-09T00:00:00Z","100","612937","united kingdom","7004","fhd 2k","online",1,"united kingdom"
1471,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67059?checkedby:iptvcat.com","SKY SPORTS GOLF","2020-11-09T00:00:00Z","100","612937","united kingdom","7004","fhd 2k","online",2,"europe"
1471,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67059?checkedby:iptvcat.com","SKY SPORTS GOLF","2020-11-09T00:00:00Z","100","612937","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
1471,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67059?checkedby:iptvcat.com","SKY SPORTS GOLF","2020-11-09T00:00:00Z","100","612937","united kingdom","7004","fhd 2k","online",4,"sport"
1472,"http://mains.vip:2086/craigg/1Lurn7m3F1/67059?checkedby:iptvcat.com","SKY SPORTS GOLF","2020-11-09T00:00:00Z","100","640797","united kingdom","7004","fhd 2k","online",1,"united kingdom"
1472,"http://mains.vip:2086/craigg/1Lurn7m3F1/67059?checkedby:iptvcat.com","SKY SPORTS GOLF","2020-11-09T00:00:00Z","100","640797","united kingdom","7004","fhd 2k","online",2,"europe"
1472,"http://mains.vip:2086/craigg/1Lurn7m3F1/67059?checkedby:iptvcat.com","SKY SPORTS GOLF","2020-11-09T00:00:00Z","100","640797","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
1472,"http://mains.vip:2086/craigg/1Lurn7m3F1/67059?checkedby:iptvcat.com","SKY SPORTS GOLF","2020-11-09T00:00:00Z","100","640797","united kingdom","7004","fhd 2k","online",4,"sport"
1473,"http://exodus1.eu:8080/blue123/blue123/501190?checkedby:iptvcat.com","SKY SPORTS GOLF FHD","2020-11-10T00:00:00Z","96","589034","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
1473,"http://exodus1.eu:8080/blue123/blue123/501190?checkedby:iptvcat.com","SKY SPORTS GOLF FHD","2020-11-10T00:00:00Z","96","589034","united kingdom","7004","fhd 2k","offline",2,"europe"
1473,"http://exodus1.eu:8080/blue123/blue123/501190?checkedby:iptvcat.com","SKY SPORTS GOLF FHD","2020-11-10T00:00:00Z","96","589034","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
1473,"http://exodus1.eu:8080/blue123/blue123/501190?checkedby:iptvcat.com","SKY SPORTS GOLF FHD","2020-11-10T00:00:00Z","96","589034","united kingdom","7004","fhd 2k","offline",4,"sport"
1474,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30162?checkedby:iptvcat.com","SKY SPORTS GOLF FHD","2020-11-10T00:00:00Z","40","638227","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
1474,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30162?checkedby:iptvcat.com","SKY SPORTS GOLF FHD","2020-11-10T00:00:00Z","40","638227","united kingdom","7004","fhd 2k","offline",2,"europe"
1474,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30162?checkedby:iptvcat.com","SKY SPORTS GOLF FHD","2020-11-10T00:00:00Z","40","638227","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
1474,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30162?checkedby:iptvcat.com","SKY SPORTS GOLF FHD","2020-11-10T00:00:00Z","40","638227","united kingdom","7004","fhd 2k","offline",4,"sport"
1475,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99697?checkedby:iptvcat.com","SKY SPORTS GOLF HD","2020-11-09T00:00:00Z","100","638228","united kingdom","5020","hd","online",1,"united kingdom"
1475,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99697?checkedby:iptvcat.com","SKY SPORTS GOLF HD","2020-11-09T00:00:00Z","100","638228","united kingdom","5020","hd","online",2,"europe"
1475,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99697?checkedby:iptvcat.com","SKY SPORTS GOLF HD","2020-11-09T00:00:00Z","100","638228","united kingdom","5020","hd","online",3,"united_kingdom"
1475,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99697?checkedby:iptvcat.com","SKY SPORTS GOLF HD","2020-11-09T00:00:00Z","100","638228","united kingdom","5020","hd","online",4,"sport"
1476,"http://exodus1.eu:8080/blue123/blue123/501188?checkedby:iptvcat.com","SKY SPORTS GOLF SD","2020-11-10T00:00:00Z","85","589104","united kingdom","1509","sd","offline",1,"united kingdom"
1476,"http://exodus1.eu:8080/blue123/blue123/501188?checkedby:iptvcat.com","SKY SPORTS GOLF SD","2020-11-10T00:00:00Z","85","589104","united kingdom","1509","sd","offline",2,"europe"
1476,"http://exodus1.eu:8080/blue123/blue123/501188?checkedby:iptvcat.com","SKY SPORTS GOLF SD","2020-11-10T00:00:00Z","85","589104","united kingdom","1509","sd","offline",3,"united_kingdom"
1476,"http://exodus1.eu:8080/blue123/blue123/501188?checkedby:iptvcat.com","SKY SPORTS GOLF SD","2020-11-10T00:00:00Z","85","589104","united kingdom","1509","sd","offline",4,"sport"
1477,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67058?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT","2020-11-09T00:00:00Z","100","612938","united kingdom","7004","fhd 2k","online",1,"united kingdom"
1477,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67058?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT","2020-11-09T00:00:00Z","100","612938","united kingdom","7004","fhd 2k","online",2,"europe"
1477,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67058?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT","2020-11-09T00:00:00Z","100","612938","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
1477,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67058?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT","2020-11-09T00:00:00Z","100","612938","united kingdom","7004","fhd 2k","online",4,"sport"
1478,"http://mains.vip:2086/craigg/1Lurn7m3F1/67058?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT","2020-11-09T00:00:00Z","100","640798","united kingdom","7004","fhd 2k","online",1,"united kingdom"
1478,"http://mains.vip:2086/craigg/1Lurn7m3F1/67058?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT","2020-11-09T00:00:00Z","100","640798","united kingdom","7004","fhd 2k","online",2,"europe"
1478,"http://mains.vip:2086/craigg/1Lurn7m3F1/67058?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT","2020-11-09T00:00:00Z","100","640798","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
1478,"http://mains.vip:2086/craigg/1Lurn7m3F1/67058?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT","2020-11-09T00:00:00Z","100","640798","united kingdom","7004","fhd 2k","online",4,"sport"
1479,"http://exodus1.eu:8080/blue123/blue123/501195?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT FHD","2020-11-09T00:00:00Z","96","589033","united kingdom","7004","fhd 2k","online",1,"united kingdom"
1479,"http://exodus1.eu:8080/blue123/blue123/501195?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT FHD","2020-11-09T00:00:00Z","96","589033","united kingdom","7004","fhd 2k","online",2,"europe"
1479,"http://exodus1.eu:8080/blue123/blue123/501195?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT FHD","2020-11-09T00:00:00Z","96","589033","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
1479,"http://exodus1.eu:8080/blue123/blue123/501195?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT FHD","2020-11-09T00:00:00Z","96","589033","united kingdom","7004","fhd 2k","online",4,"sport"
1480,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30158?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT FHD","2020-11-10T00:00:00Z","40","638221","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
1480,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30158?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT FHD","2020-11-10T00:00:00Z","40","638221","united kingdom","7004","fhd 2k","offline",2,"europe"
1480,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30158?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT FHD","2020-11-10T00:00:00Z","40","638221","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
1480,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30158?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT FHD","2020-11-10T00:00:00Z","40","638221","united kingdom","7004","fhd 2k","offline",4,"sport"
1481,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99693?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT HD","2020-11-09T00:00:00Z","100","638222","united kingdom","5020","hd","online",1,"united kingdom"
1481,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99693?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT HD","2020-11-09T00:00:00Z","100","638222","united kingdom","5020","hd","online",2,"europe"
1481,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99693?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT HD","2020-11-09T00:00:00Z","100","638222","united kingdom","5020","hd","online",3,"united_kingdom"
1481,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99693?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT HD","2020-11-09T00:00:00Z","100","638222","united kingdom","5020","hd","online",4,"sport"
1482,"http://exodus1.eu:8080/blue123/blue123/501193?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT SD","2020-11-10T00:00:00Z","96","589103","united kingdom","1509","sd","offline",1,"united kingdom"
1482,"http://exodus1.eu:8080/blue123/blue123/501193?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT SD","2020-11-10T00:00:00Z","96","589103","united kingdom","1509","sd","offline",2,"europe"
1482,"http://exodus1.eu:8080/blue123/blue123/501193?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT SD","2020-11-10T00:00:00Z","96","589103","united kingdom","1509","sd","offline",3,"united_kingdom"
1482,"http://exodus1.eu:8080/blue123/blue123/501193?checkedby:iptvcat.com","SKY SPORTS MAIN EVENT SD","2020-11-10T00:00:00Z","96","589103","united kingdom","1509","sd","offline",4,"sport"
1483,"http://mains.vip:2086/craigg/1Lurn7m3F1/67061?checkedby:iptvcat.com","SKY SPORTS MIX","2020-11-09T00:00:00Z","100","640799","united kingdom","7004","fhd 2k","online",1,"united kingdom"
1483,"http://mains.vip:2086/craigg/1Lurn7m3F1/67061?checkedby:iptvcat.com","SKY SPORTS MIX","2020-11-09T00:00:00Z","100","640799","united kingdom","7004","fhd 2k","online",2,"europe"
1483,"http://mains.vip:2086/craigg/1Lurn7m3F1/67061?checkedby:iptvcat.com","SKY SPORTS MIX","2020-11-09T00:00:00Z","100","640799","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
1483,"http://mains.vip:2086/craigg/1Lurn7m3F1/67061?checkedby:iptvcat.com","SKY SPORTS MIX","2020-11-09T00:00:00Z","100","640799","united kingdom","7004","fhd 2k","online",4,"sport"
1484,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67061?checkedby:iptvcat.com","SKY SPORTS MIX","2020-11-10T00:00:00Z","74","612939","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
1484,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67061?checkedby:iptvcat.com","SKY SPORTS MIX","2020-11-10T00:00:00Z","74","612939","united kingdom","7004","fhd 2k","offline",2,"europe"
1484,"http://185.232.53.5:2086/arellano/kgtL965n2Y/67061?checkedby:iptvcat.com","SKY SPORTS MIX","2020-11-10T00:00:00Z","74","612939","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
